,Region,Order.ID,Row.ID,Order.Date,Ship.Date,Ship.Mode,Customer.ID,Customer.Name,Segment,Country,City,State,Postal.Code,Product.ID,Category,Sub.Category,Product.Name,Sales,Quantity,Discount,Profit,Returned,Person,,,
2328,East,CA-2014-100328,3084,1/28/2014,2/3/2014,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257,no,Chuck Magee,,,
2329,East,CA-2015-119697,162,12/28/2015,12/31/2015,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596,no,Chuck Magee,,,
2330,East,CA-2015-162376,8745,11/22/2015,11/25/2015,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,OFF-AR-10003056,Office Supplies,Art,Newell 341,17.12,4,0,4.9648,no,Chuck Magee,,,
2331,East,CA-2014-100391,9441,5/25/2014,5/29/2014,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0,6.7252,no,Chuck Magee,,,
2332,East,CA-2015-162376,8746,11/22/2015,11/25/2015,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,59.94,3,0,28.1718,no,Chuck Magee,,,
2333,East,CA-2016-130778,8323,11/19/2016,11/25/2016,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Long Beach,New York,11561,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,8.74,2,0,2.2724,no,Chuck Magee,,,
2334,East,CA-2016-130778,8324,11/19/2016,11/25/2016,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Long Beach,New York,11561,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0,20.585,no,Chuck Magee,,,
2335,East,CA-2016-166625,5890,4/14/2016,4/17/2016,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,21215,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,2,0,11.7782,no,Chuck Magee,,,
2336,East,CA-2017-123981,3192,10/2/2017,10/8/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0,17.1574,no,Chuck Magee,,,
2337,East,CA-2014-144974,8050,9/26/2014,9/30/2014,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",5.97,5,0.7,-4.577,no,Chuck Magee,,,
2338,East,CA-2014-144974,8051,9/26/2014,9/30/2014,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.184,1,0.2,4.7664,no,Chuck Magee,,,
2339,East,CA-2014-144974,8052,9/26/2014,9/30/2014,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",41.376,6,0.2,3.1032,no,Chuck Magee,,,
2340,East,CA-2017-124205,6756,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",47.4,5,0,18.96,no,Chuck Magee,,,
2341,East,CA-2017-124205,6757,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,512.96,4,0,143.6288,no,Chuck Magee,,,
2342,East,CA-2017-124205,6758,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,TEC-PH-10002115,Technology,Phones,Plantronics 81402,395.94,6,0,102.9444,no,Chuck Magee,,,
2343,East,CA-2017-124205,6759,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,2,0,0,no,Chuck Magee,,,
2344,East,CA-2015-162782,7281,2/21/2015,2/27/2015,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Columbia,Maryland,21044,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2541.98,2,0,1270.99,no,Chuck Magee,,,
2345,East,CA-2015-162887,5275,11/7/2015,11/9/2015,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,5408,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,3,0,178.8,no,Chuck Magee,,,
2346,East,CA-2015-162950,9092,6/28/2015,7/3/2015,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Troy,Ohio,45373,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432,no,Chuck Magee,,,
2347,East,CA-2015-162950,9093,6/28/2015,7/3/2015,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Troy,Ohio,45373,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6,0.5,-376.6932,no,Chuck Magee,,,
2348,East,CA-2017-152856,4529,9/8/2017,9/10/2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Marion,Ohio,43302,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,116.832,4,0.2,33.5892,no,Chuck Magee,,,
2349,East,CA-2017-152912,3182,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344,no,Chuck Magee,,,
2350,East,CA-2017-152912,3183,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0,355.4466,no,Chuck Magee,,,
2351,East,CA-2017-152912,3184,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0,473.6106,no,Chuck Magee,,,
2352,East,CA-2014-145387,4204,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,49.25,5,0,18.715,no,Chuck Magee,,,
2353,East,US-2017-155866,8191,11/17/2017,11/21/2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,New York City,New York,10011,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,38.88,6,0,18.6624,no,Chuck Magee,,,
2354,East,US-2017-155866,8192,11/17/2017,11/21/2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,New York City,New York,10011,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0,76.9816,no,Chuck Magee,,,
2355,East,CA-2014-101364,9724,12/22/2014,12/26/2014,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',296.712,13,0.2,100.1403,no,Chuck Magee,,,
2356,East,CA-2014-145387,4208,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,17.67,3,0,7.7748,no,Chuck Magee,,,
2357,East,CA-2014-101427,8690,12/26/2014,12/30/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016,3,0.2,1.1022,no,Chuck Magee,,,
2358,East,CA-2014-145387,4210,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686,1,0.3,-60.6078,no,Chuck Magee,,,
2359,East,CA-2014-101476,428,9/12/2014,9/13/2014,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957,no,Chuck Magee,,,
2360,East,CA-2016-131737,4400,3/17/2016,3/17/2016,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9,5,0,89.955,no,Chuck Magee,,,
2361,East,CA-2017-124744,7895,6/21/2017,6/25/2017,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,82.4,5,0,40.376,no,Chuck Magee,,,
2362,East,CA-2017-124744,7896,6/21/2017,6/25/2017,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2,0,3.0576,no,Chuck Magee,,,
2363,East,CA-2017-124744,7897,6/21/2017,6/25/2017,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,447.84,8,0,219.4416,no,Chuck Magee,,,
2364,East,CA-2016-131744,9550,6/18/2016,6/20/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,453.6,3,0.2,90.72,no,Chuck Magee,,,
2365,East,CA-2015-163587,4163,3/14/2015,3/18/2015,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dover,New Hampshire,3820,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16.52,4,0,7.5992,no,Chuck Magee,,,
2366,East,CA-2015-163587,4164,3/14/2015,3/18/2015,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dover,New Hampshire,3820,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94,3,0,315.8118,no,Chuck Magee,,,
2367,East,CA-2014-101833,9461,11/17/2014,11/22/2014,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0,17.22,no,Chuck Magee,,,
2368,East,CA-2015-163762,3794,11/27/2015,12/1/2015,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New York City,New York,10024,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,0,12.5118,no,Chuck Magee,,,
2369,East,US-2017-158512,1847,1/12/2017,1/17/2017,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0,15.8256,no,Chuck Magee,,,
2370,East,CA-2016-168046,9359,1/25/2016,1/28/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10024,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,313.722,3,0.4,-99.3453,no,Chuck Magee,,,
2371,East,CA-2017-125199,1361,10/19/2017,10/25/2017,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,7,0.2,9.2442,no,Chuck Magee,,,
2372,East,CA-2017-125199,1362,10/19/2017,10/25/2017,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4,0.2,7.4,no,Chuck Magee,,,
2373,East,CA-2014-102008,1791,9/30/2014,10/4/2014,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,1,0,24.47,no,Chuck Magee,,,
2374,East,CA-2016-132094,3933,8/26/2016,9/2/2016,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,no,Chuck Magee,,,
2375,East,US-2017-158946,2044,11/18/2017,11/23/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864,7,0.2,7.7728,no,Chuck Magee,,,
2376,East,CA-2016-168354,2024,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.2496,no,Chuck Magee,,,
2377,East,CA-2015-164084,8628,9/7/2015,9/12/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard? Beige,90,5,0,16.2,no,Chuck Magee,,,
2378,East,CA-2015-164084,8629,9/7/2015,9/12/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2,0.2,2.0574,no,Chuck Magee,,,
2379,East,CA-2015-164084,8627,9/7/2015,9/12/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0,18.9702,no,Chuck Magee,,,
2380,East,CA-2015-164084,8630,9/7/2015,9/12/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,481.176,2,0.4,-120.294,no,Chuck Magee,,,
2381,East,CA-2015-164084,8631,9/7/2015,9/12/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,4,0,2.3892,no,Chuck Magee,,,
2382,East,CA-2017-125451,8446,10/23/2017,10/24/2017,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,240.744,4,0.3,-13.7568,no,Chuck Magee,,,
2383,East,CA-2015-164336,4405,7/5/2015,7/10/2015,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,34.8,3,0.2,2.175,no,Chuck Magee,,,
2384,East,CA-2015-164336,4406,7/5/2015,7/10/2015,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,3,0.2,-2.436,no,Chuck Magee,,,
2385,East,CA-2017-125451,8449,10/23/2017,10/24/2017,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,no,Chuck Magee,,,
2386,East,CA-2015-164441,3025,11/8/2015,11/13/2015,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272,11,0.2,17.6418,no,Chuck Magee,,,
2387,East,CA-2015-164441,3026,11/8/2015,11/13/2015,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0,8.073,no,Chuck Magee,,,
2388,East,US-2017-161193,1814,11/20/2017,11/26/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2,0.2,1.5714,no,Chuck Magee,,,
2389,East,CA-2015-164539,1627,11/16/2015,11/22/2015,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10011,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0,141.2775,no,Chuck Magee,,,
2390,East,US-2017-161935,7509,7/14/2017,7/18/2017,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,9.248,2,0.2,3.3524,no,Chuck Magee,,,
2391,East,CA-2014-102869,3597,9/9/2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.552,3,0.2,5.4432,no,Chuck Magee,,,
2392,East,CA-2014-102869,3598,9/9/2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.704,6,0.2,-4.8528,no,Chuck Magee,,,
2393,East,CA-2014-102869,3599,9/9/2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,3,0.2,5.0232,no,Chuck Magee,,,
2394,East,CA-2014-102869,3600,9/9/2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.516,1,0.4,-31.6204,no,Chuck Magee,,,
2395,East,US-2017-161935,7513,7/14/2017,7/18/2017,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",239.456,7,0.2,17.9592,no,Chuck Magee,,,
2396,East,CA-2014-164973,319,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99,no,Chuck Magee,,,
2397,East,CA-2014-147900,5641,9/23/2014,9/28/2014,Standard Class,JK-15640,Jim Kriz,Home Office,United States,Lakewood,Ohio,44107,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,28.8,9,0.2,10.08,no,Chuck Magee,,,
2398,East,CA-2014-147914,1875,6/4/2014,6/9/2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812,no,Chuck Magee,,,
2399,East,US-2015-141684,4794,6/29/2015,7/4/2015,Standard Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10011,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11?,24.96,4,0,11.232,no,Chuck Magee
2400,East,CA-2014-103058,7411,7/23/2014,7/24/2014,First Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0,7.9984,no,Chuck Magee
2401,East,CA-2016-169194,48,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,TEC-AC-10002167,Technology,Accessories,Imation?gb Micro Traveldrive Usb 2.0 Flash Drive,45,3,0,4.95,no,Chuck Magee
2402,East,CA-2016-169194,49,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,TEC-PH-10003988,Technology,Phones,LF Elite 3D Dazzle Designer Hard Case Cover"," Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite""",21.8,2,0,6.104,no,Chuck Magee,,
2403,East,CA-2014-148369,6945,9/23/2014,9/27/2014,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Newark,Delaware,19711,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12,4,0,5.4488,no,Chuck Magee,,,
2404,East,CA-2015-165050,4977,12/7/2015,12/9/2015,First Class,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209,no,Chuck Magee,,,
2405,East,CA-2014-103219,8138,11/9/2014,11/13/2014,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,New York City,New York,10035,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,9,0,21.4776,no,Chuck Magee,,,
2406,East,CA-2015-165050,4979,12/7/2015,12/9/2015,First Class,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,773.94,6,0,224.4426,no,Chuck Magee,,,
2407,East,CA-2014-148488,874,12/10/2014,12/15/2014,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.344,7,0.2,37.2204,no,Chuck Magee,,,
2408,East,CA-2014-148586,2433,3/25/2014,4/1/2014,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,0.1,65.2064,no,Chuck Magee,,,
2409,East,CA-2015-165085,1094,12/27/2015,12/31/2015,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.9,5,0,14.161,no,Chuck Magee,,,
2410,East,CA-2015-165085,1095,12/27/2015,12/31/2015,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0,103.2284,no,Chuck Magee,,,
2411,East,CA-2016-133669,6204,10/21/2016,10/27/2016,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Columbus,Ohio,43229,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,235.152,8,0.4,-47.0304,no,Chuck Magee,,,
2412,East,CA-2017-155075,4498,12/2/2017,12/9/2017,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,0.7,-462.8624,no,Chuck Magee,,,
2413,East,CA-2014-103331,5334,8/26/2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,10.68,4,0,4.0584,no,Chuck Magee,,,
2414,East,CA-2014-103331,5335,8/26/2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0,8.4966,no,Chuck Magee,,,
2415,East,CA-2014-103331,5336,8/26/2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.38,1,0,1.5548,no,Chuck Magee,,,
2416,East,US-2015-147662,4324,2/14/2015,2/19/2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,2,0.7,-1.6764,no,Chuck Magee,,,
2417,East,CA-2014-103373,1830,5/18/2014,5/24/2014,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558,yes,Chuck Magee,,,
2418,East,US-2015-147662,4326,2/14/2015,2/19/2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,71.976,3,0.2,0.8997,no,Chuck Magee,,,
2419,East,CA-2014-103429,7857,5/30/2014,6/1/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,no,Chuck Magee,,,
2420,East,CA-2014-103429,7858,5/30/2014,6/1/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,464,5,0,134.56,no,Chuck Magee,,,
2421,East,CA-2014-103429,7859,5/30/2014,6/1/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,235.95,3,0,77.8635,no,Chuck Magee,,,
2422,East,CA-2014-103429,7860,5/30/2014,6/1/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,4,0,17.982,no,Chuck Magee,,,
2423,East,CA-2017-126676,8591,9/29/2017,10/1/2017,First Class,FH-14365,Fred Hopkins,Corporate,United States,Hempstead,New York,11550,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,7.98,3,0,3.9102,no,Chuck Magee,,,
2424,East,CA-2017-126718,7157,4/29/2017,5/4/2017,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Orange,New Jersey,7050,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91,1,0,2.4059,no,Chuck Magee,,,
2425,East,US-2017-164147,133,2/2/2017,2/5/2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732,no,Chuck Magee,,,
